ConcatUF+Mun,IBGE,IBGE7,UF,Município,Região
PBSantarém,251365,2513653,PB,Santarém,Região Nordeste
PBSanta Rita,251370,2513703,PB,Santa Rita,Região Nordeste
PBSanta Teresinha,251380,2513802,PB,Santa Teresinha,Região Nordeste
PBSanto André,251385,2513851,PB,Santo André,Região Nordeste
PBSão Bento,251390,2513901,PB,São Bento,Região Nordeste
PBSão Bentinho,251392,2513927,PB,São Bentinho,Região Nordeste
PBSão Domingos do Cariri,251394,2513943,PB,São Domingos do Cariri,Região Nordeste
PBSão Domingos de Pombal,251396,2513968,PB,São Domingos de Pombal,Região Nordeste
PBSão Francisco,251398,2513984,PB,São Francisco,Região Nordeste
PBSão João do Cariri,251400,2514008,PB,São João do Cariri,Região Nordeste
PBSão João do Tigre,251410,2514107,PB,São João do Tigre,Região Nordeste
PBSão José da Lagoa Tapada,251420,2514206,PB,São José da Lagoa Tapada,Região Nordeste
PBSão José de Caiana,251430,2514305,PB,São José de Caiana,Região Nordeste
PBSão José de Espinharas,251440,2514404,PB,São José de Espinharas,Região Nordeste
PBSão José Dos Ramos,251445,2514453,PB,São José Dos Ramos,Região Nordeste
PBSão José de Piranhas,251450,2514503,PB,São José de Piranhas,Região Nordeste
PBSão José de Princesa,251455,2514552,PB,São José de Princesa,Região Nordeste
PBSão José do Bonfim,251460,2514602,PB,São José do Bonfim,Região Nordeste
PBSão José do Brejo do Cruz,251465,2514651,PB,São José do Brejo do Cruz,Região Nordeste
PBSão José do Sabugi,251470,2514701,PB,São José do Sabugi,Região Nordeste
PBSão José Dos Cordeiros,251480,2514800,PB,São José Dos Cordeiros,Região Nordeste
PBSão Mamede,251490,2514909,PB,São Mamede,Região Nordeste
PBSão Miguel de Taipu,251500,2515005,PB,São Miguel de Taipu,Região Nordeste
PBSão Sebastião de Lagoa de Roça,251510,2515104,PB,São Sebastião de Lagoa de Roça,Região Nordeste
PBSão Sebastião do Umbuzeiro,251520,2515203,PB,São Sebastião do Umbuzeiro,Região Nordeste
PBSapé,251530,2515302,PB,Sapé,Região Nordeste
PBSeridó,251540,2515401,PB,Seridó,Região Nordeste
PBSerra Branca,251550,2515500,PB,Serra Branca,Região Nordeste
PBSerra da Raiz,251560,2515609,PB,Serra da Raiz,Região Nordeste
PBSerra Grande,251570,2515708,PB,Serra Grande,Região Nordeste
PBSerra Redonda,251580,2515807,PB,Serra Redonda,Região Nordeste
PBSerraria,251590,2515906,PB,Serraria,Região Nordeste
PBSertãozinho,251593,2515930,PB,Sertãozinho,Região Nordeste
PBSobrado,251597,2515971,PB,Sobrado,Região Nordeste
PBSolânea,251600,2516003,PB,Solânea,Região Nordeste
PBSoledade,251610,2516102,PB,Soledade,Região Nordeste
PBSossêgo,251615,2516151,PB,Sossêgo,Região Nordeste
PBSousa,251620,2516201,PB,Sousa,Região Nordeste
PBSumé,251630,2516300,PB,Sumé,Região Nordeste
PBCampo de Santana,251640,2516409,PB,Campo de Santana,Região Nordeste
PBTaperoá,251650,2516508,PB,Taperoá,Região Nordeste
PBTavares,251660,2516607,PB,Tavares,Região Nordeste
PBTeixeira,251670,2516706,PB,Teixeira,Região Nordeste
PBTenório,251675,2516755,PB,Tenório,Região Nordeste
PBTriunfo,251680,2516805,PB,Triunfo,Região Nordeste
PBUiraúna,251690,2516904,PB,Uiraúna,Região Nordeste
PBUmbuzeiro,251700,2517001,PB,Umbuzeiro,Região Nordeste
PBVárzea,251710,2517100,PB,Várzea,Região Nordeste
PBVieirópolis,251720,2517209,PB,Vieirópolis,Região Nordeste
PBZabelê,251740,2517407,PB,Zabelê,Região Nordeste
PEAbreu e Lima,260005,2600054,PE,Abreu e Lima,Região Nordeste
PEAfogados da Ingazeira,260010,2600104,PE,Afogados da Ingazeira,Região Nordeste
PEAfrânio,260020,2600203,PE,Afrânio,Região Nordeste
PEAgrestina,260030,2600302,PE,Agrestina,Região Nordeste
PEÁgua Preta,260040,2600401,PE,Água Preta,Região Nordeste
PEÁguas Belas,260050,2600500,PE,Águas Belas,Região Nordeste
PEAlagoinha,260060,2600609,PE,Alagoinha,Região Nordeste
PEAliança,260070,2600708,PE,Aliança,Região Nordeste
PEAltinho,260080,2600807,PE,Altinho,Região Nordeste
PEAmaraji,260090,2600906,PE,Amaraji,Região Nordeste
PEAngelim,260100,2601003,PE,Angelim,Região Nordeste
PEAraçoiaba,260105,2601052,PE,Araçoiaba,Região Nordeste
PEAraripina,260110,2601102,PE,Araripina,Região Nordeste
PEArcoverde,260120,2601201,PE,Arcoverde,Região Nordeste
PEBarra de Guabiraba,260130,2601300,PE,Barra de Guabiraba,Região Nordeste
PEBarreiros,260140,2601409,PE,Barreiros,Região Nordeste
PEBelém de Maria,260150,2601508,PE,Belém de Maria,Região Nordeste
PEBelém de São Francisco,260160,2601607,PE,Belém de São Francisco,Região Nordeste
PEBelo Jardim,260170,2601706,PE,Belo Jardim,Região Nordeste
PEBetânia,260180,2601805,PE,Betânia,Região Nordeste
PEBezerros,260190,2601904,PE,Bezerros,Região Nordeste
PEBodocó,260200,2602001,PE,Bodocó,Região Nordeste
PEBom Conselho,260210,2602100,PE,Bom Conselho,Região Nordeste
PEBom Jardim,260220,2602209,PE,Bom Jardim,Região Nordeste
PEBonito,260230,2602308,PE,Bonito,Região Nordeste
PEBrejão,260240,2602407,PE,Brejão,Região Nordeste
PEBrejinho,260250,2602506,PE,Brejinho,Região Nordeste
PEBrejo da Madre de Deus,260260,2602605,PE,Brejo da Madre de Deus,Região Nordeste
PEBuenos Aires,260270,2602704,PE,Buenos Aires,Região Nordeste
PEBuíque,260280,2602803,PE,Buíque,Região Nordeste
PECabo de Santo Agostinho,260290,2602902,PE,Cabo de Santo Agostinho,Região Nordeste
PECabrobó,260300,2603009,PE,Cabrobó,Região Nordeste
PECachoeirinha,260310,2603108,PE,Cachoeirinha,Região Nordeste
PECaetés,260320,2603207,PE,Caetés,Região Nordeste
PECalçado,260330,2603306,PE,Calçado,Região Nordeste
PECalumbi,260340,2603405,PE,Calumbi,Região Nordeste
PECamaragibe,260345,2603454,PE,Camaragibe,Região Nordeste
PECamocim de São Félix,260350,2603504,PE,Camocim de São Félix,Região Nordeste
PECamutanga,260360,2603603,PE,Camutanga,Região Nordeste
PECanhotinho,260370,2603702,PE,Canhotinho,Região Nordeste
PECapoeiras,260380,2603801,PE,Capoeiras,Região Nordeste
PECarnaíba,260390,2603900,PE,Carnaíba,Região Nordeste
PECarnaubeira da Penha,260392,2603926,PE,Carnaubeira da Penha,Região Nordeste
PECarpina,260400,2604007,PE,Carpina,Região Nordeste
PECaruaru,260410,2604106,PE,Caruaru,Região Nordeste
PECasinhas,260415,2604155,PE,Casinhas,Região Nordeste
PECatende,260420,2604205,PE,Catende,Região Nordeste
PECedro,260430,2604304,PE,Cedro,Região Nordeste
PEChã de Alegria,260440,2604403,PE,Chã de Alegria,Região Nordeste
PEChã Grande,260450,2604502,PE,Chã Grande,Região Nordeste
PECondado,260460,2604601,PE,Condado,Região Nordeste
PECorrentes,260470,2604700,PE,Correntes,Região Nordeste
PECortês,260480,2604809,PE,Cortês,Região Nordeste
PECumaru,260490,2604908,PE,Cumaru,Região Nordeste
PECupira,260500,2605004,PE,Cupira,Região Nordeste
PECustódia,260510,2605103,PE,Custódia,Região Nordeste
PEDormentes,260515,2605152,PE,Dormentes,Região Nordeste
PEEscada,260520,2605202,PE,Escada,Região Nordeste
PEExu,260530,2605301,PE,Exu,Região Nordeste
PEFeira Nova,260540,2605400,PE,Feira Nova,Região Nordeste
PEFernando de Noronha,260545,2605459,PE,Fernando de Noronha,Região Nordeste
PEFerreiros,260550,2605509,PE,Ferreiros,Região Nordeste
PEFlores,260560,2605608,PE,Flores,Região Nordeste
PEFloresta,260570,2605707,PE,Floresta,Região Nordeste
PEFrei Miguelinho,260580,2605806,PE,Frei Miguelinho,Região Nordeste
PEGameleira,260590,2605905,PE,Gameleira,Região Nordeste
PEGaranhuns,260600,2606002,PE,Garanhuns,Região Nordeste
PEGlória do Goitá,260610,2606101,PE,Glória do Goitá,Região Nordeste
PEGoiana,260620,2606200,PE,Goiana,Região Nordeste
PEGranito,260630,2606309,PE,Granito,Região Nordeste
PEGravatá,260640,2606408,PE,Gravatá,Região Nordeste
PEIati,260650,2606507,PE,Iati,Região Nordeste
PEIbimirim,260660,2606606,PE,Ibimirim,Região Nordeste
PEIbirajuba,260670,2606705,PE,Ibirajuba,Região Nordeste
PEIgarassu,260680,2606804,PE,Igarassu,Região Nordeste
PEIguaraci,260690,2606903,PE,Iguaraci,Região Nordeste
PEInajá,260700,2607000,PE,Inajá,Região Nordeste
PEIngazeira,260710,2607109,PE,Ingazeira,Região Nordeste
PEIpojuca,260720,2607208,PE,Ipojuca,Região Nordeste
PEIpubi,260730,2607307,PE,Ipubi,Região Nordeste
PEItacuruba,260740,2607406,PE,Itacuruba,Região Nordeste
PEItaíba,260750,2607505,PE,Itaíba,Região Nordeste
PEIlha de Itamaracá,260760,2607604,PE,Ilha de Itamaracá,Região Nordeste
PEItambé,260765,2607653,PE,Itambé,Região Nordeste
PEItapetim,260770,2607703,PE,Itapetim,Região Nordeste
PEItapissuma,260775,2607752,PE,Itapissuma,Região Nordeste
PEItaquitinga,260780,2607802,PE,Itaquitinga,Região Nordeste
PEJaboatão Dos Guararapes,260790,2607901,PE,Jaboatão Dos Guararapes,Região Nordeste
PEJaqueira,260795,2607950,PE,Jaqueira,Região Nordeste
PEJataúba,260800,2608008,PE,Jataúba,Região Nordeste
PEJatobá,260805,2608057,PE,Jatobá,Região Nordeste
PEJoão Alfredo,260810,2608107,PE,João Alfredo,Região Nordeste
PEJoaquim Nabuco,260820,2608206,PE,Joaquim Nabuco,Região Nordeste
PEJucati,260825,2608255,PE,Jucati,Região Nordeste
PEJupi,260830,2608305,PE,Jupi,Região Nordeste
PEJurema,260840,2608404,PE,Jurema,Região Nordeste
PELagoa do Carro,260845,2608453,PE,Lagoa do Carro,Região Nordeste
PELagoa do Itaenga,260850,2608503,PE,Lagoa do Itaenga,Região Nordeste
PELagoa do Ouro,260860,2608602,PE,Lagoa do Ouro,Região Nordeste
PELagoa Dos Gatos,260870,2608701,PE,Lagoa Dos Gatos,Região Nordeste
PELagoa Grande,260875,2608750,PE,Lagoa Grande,Região Nordeste
PELajedo,260880,2608800,PE,Lajedo,Região Nordeste
PELimoeiro,260890,2608909,PE,Limoeiro,Região Nordeste
PEMacaparana,260900,2609006,PE,Macaparana,Região Nordeste
PEMachados,260910,2609105,PE,Machados,Região Nordeste
PEManari,260915,2609154,PE,Manari,Região Nordeste
PEMaraial,260920,2609204,PE,Maraial,Região Nordeste
PEMirandiba,260930,2609303,PE,Mirandiba,Região Nordeste
PEMoreno,260940,2609402,PE,Moreno,Região Nordeste
PENazaré da Mata,260950,2609501,PE,Nazaré da Mata,Região Nordeste
PEOlinda,260960,2609600,PE,Olinda,Região Nordeste
PEOrobó,260970,2609709,PE,Orobó,Região Nordeste
PEOrocó,260980,2609808,PE,Orocó,Região Nordeste
PEOuricuri,260990,2609907,PE,Ouricuri,Região Nordeste
PEPalmares,261000,2610004,PE,Palmares,Região Nordeste
PEPalmeirina,261010,2610103,PE,Palmeirina,Região Nordeste
PEPanelas,261020,2610202,PE,Panelas,Região Nordeste
PEParanatama,261030,2610301,PE,Paranatama,Região Nordeste
PEParnamirim,261040,2610400,PE,Parnamirim,Região Nordeste
PEPassira,261050,2610509,PE,Passira,Região Nordeste
PEPaudalho,261060,2610608,PE,Paudalho,Região Nordeste
PEPaulista,261070,2610707,PE,Paulista,Região Nordeste
PEPedra,261080,2610806,PE,Pedra,Região Nordeste
PEPesqueira,261090,2610905,PE,Pesqueira,Região Nordeste
PEPetrolândia,261100,2611002,PE,Petrolândia,Região Nordeste
PEPetrolina,261110,2611101,PE,Petrolina,Região Nordeste
PEPoção,261120,2611200,PE,Poção,Região Nordeste
PEPombos,261130,2611309,PE,Pombos,Região Nordeste
PEPrimavera,261140,2611408,PE,Primavera,Região Nordeste
PEQuipapá,261150,2611507,PE,Quipapá,Região Nordeste
PEQuixaba,261153,2611533,PE,Quixaba,Região Nordeste
PERecife,261160,2611606,PE,Recife,Região Nordeste
PERiacho Das Almas,261170,2611705,PE,Riacho Das Almas,Região Nordeste
PERibeirão,261180,2611804,PE,Ribeirão,Região Nordeste
PERio Formoso,261190,2611903,PE,Rio Formoso,Região Nordeste
PESairé,261200,2612000,PE,Sairé,Região Nordeste
PESalgadinho,261210,2612109,PE,Salgadinho,Região Nordeste
PESalgueiro,261220,2612208,PE,Salgueiro,Região Nordeste
PESaloá,261230,2612307,PE,Saloá,Região Nordeste
PESanharó,261240,2612406,PE,Sanharó,Região Nordeste
PESanta Cruz,261245,2612455,PE,Santa Cruz,Região Nordeste
PESanta Cruz da Baixa Verde,261247,2612471,PE,Santa Cruz da Baixa Verde,Região Nordeste
PESanta Cruz do Capibaribe,261250,2612505,PE,Santa Cruz do Capibaribe,Região Nordeste
PESanta Filomena,261255,2612554,PE,Santa Filomena,Região Nordeste
PESanta Maria da Boa Vista,261260,2612604,PE,Santa Maria da Boa Vista,Região Nordeste
PESanta Maria do Cambucá,261270,2612703,PE,Santa Maria do Cambucá,Região Nordeste
PESanta Terezinha,261280,2612802,PE,Santa Terezinha,Região Nordeste
PESão Benedito do Sul,261290,2612901,PE,São Benedito do Sul,Região Nordeste
PESão Bento do Una,261300,2613008,PE,São Bento do Una,Região Nordeste
PESão Caitano,261310,2613107,PE,São Caitano,Região Nordeste
PESão João,261320,2613206,PE,São João,Região Nordeste
PESão Joaquim do Monte,261330,2613305,PE,São Joaquim do Monte,Região Nordeste
PESão José da Coroa Grande,261340,2613404,PE,São José da Coroa Grande,Região Nordeste
PESão José do Belmonte,261350,2613503,PE,São José do Belmonte,Região Nordeste
PESão José do Egito,261360,2613602,PE,São José do Egito,Região Nordeste
PESão Lourenço da Mata,261370,2613701,PE,São Lourenço da Mata,Região Nordeste
PESão Vicente Ferrer,261380,2613800,PE,São Vicente Ferrer,Região Nordeste
PESerra Talhada,261390,2613909,PE,Serra Talhada,Região Nordeste
PESerrita,261400,2614006,PE,Serrita,Região Nordeste
PESertânia,261410,2614105,PE,Sertânia,Região Nordeste
PESirinhaém,261420,2614204,PE,Sirinhaém,Região Nordeste
PEMoreilândia,261430,2614303,PE,Moreilândia,Região Nordeste
PESolidão,261440,2614402,PE,Solidão,Região Nordeste
PESurubim,261450,2614501,PE,Surubim,Região Nordeste
PETabira,261460,2614600,PE,Tabira,Região Nordeste
PETacaimbó,261470,2614709,PE,Tacaimbó,Região Nordeste
PETacaratu,261480,2614808,PE,Tacaratu,Região Nordeste
PETamandaré,261485,2614857,PE,Tamandaré,Região Nordeste
PETaquaritinga do Norte,261500,2615003,PE,Taquaritinga do Norte,Região Nordeste
PETerezinha,261510,2615102,PE,Terezinha,Região Nordeste
PETerra Nova,261520,2615201,PE,Terra Nova,Região Nordeste
PETimbaúba,261530,2615300,PE,Timbaúba,Região Nordeste
PEToritama,261540,2615409,PE,Toritama,Região Nordeste
PETracunhaém,261550,2615508,PE,Tracunhaém,Região Nordeste
PETrindade,261560,2615607,PE,Trindade,Região Nordeste
PETriunfo,261570,2615706,PE,Triunfo,Região Nordeste
PETupanatinga,261580,2615805,PE,Tupanatinga,Região Nordeste
PETuparetama,261590,2615904,PE,Tuparetama,Região Nordeste
PEVenturosa,261600,2616001,PE,Venturosa,Região Nordeste
PEVerdejante,261610,2616100,PE,Verdejante,Região Nordeste
PEVertente do Lério,261618,2616183,PE,Vertente do Lério,Região Nordeste
PEVertentes,261620,2616209,PE,Vertentes,Região Nordeste
PEVicência,261630,2616308,PE,Vicência,Região Nordeste
PEVitória de Santo Antão,261640,2616407,PE,Vitória de Santo Antão,Região Nordeste
PEXexéu,261650,2616506,PE,Xexéu,Região Nordeste
ALÁgua Branca,270010,2700102,AL,Água Branca,Região Nordeste
ALAnadia,270020,2700201,AL,Anadia,Região Nordeste
ALArapiraca,270030,2700300,AL,Arapiraca,Região Nordeste
ALAtalaia,270040,2700409,AL,Atalaia,Região Nordeste
ALBarra de Santo Antônio,270050,2700508,AL,Barra de Santo Antônio,Região Nordeste
ALBarra de São Miguel,270060,2700607,AL,Barra de São Miguel,Região Nordeste
ALBatalha,270070,2700706,AL,Batalha,Região Nordeste
ALBelém,270080,2700805,AL,Belém,Região Nordeste
ALBelo Monte,270090,2700904,AL,Belo Monte,Região Nordeste
ALBoca da Mata,270100,2701001,AL,Boca da Mata,Região Nordeste
ALBranquinha,270110,2701100,AL,Branquinha,Região Nordeste
ALCacimbinhas,270120,2701209,AL,Cacimbinhas,Região Nordeste
ALCajueiro,270130,2701308,AL,Cajueiro,Região Nordeste
ALCampestre,270135,2701357,AL,Campestre,Região Nordeste
ALCampo Alegre,270140,2701407,AL,Campo Alegre,Região Nordeste
ALCampo Grande,270150,2701506,AL,Campo Grande,Região Nordeste
ALCanapi,270160,2701605,AL,Canapi,Região Nordeste
ALCapela,270170,2701704,AL,Capela,Região Nordeste
ALCarneiros,270180,2701803,AL,Carneiros,Região Nordeste
ALChã Preta,270190,2701902,AL,Chã Preta,Região Nordeste
ALCoité do Nóia,270200,2702009,AL,Coité do Nóia,Região Nordeste
ALColônia Leopoldina,270210,2702108,AL,Colônia Leopoldina,Região Nordeste
ALCoqueiro Seco,270220,2702207,AL,Coqueiro Seco,Região Nordeste
ALCoruripe,270230,2702306,AL,Coruripe,Região Nordeste
ALCraíbas,270235,2702355,AL,Craíbas,Região Nordeste
ALDelmiro Gouveia,270240,2702405,AL,Delmiro Gouveia,Região Nordeste
ALDois Riachos,270250,2702504,AL,Dois Riachos,Região Nordeste
ALEstrela de Alagoas,270255,2702553,AL,Estrela de Alagoas,Região Nordeste
ALFeira Grande,270260,2702603,AL,Feira Grande,Região Nordeste
ALFeliz Deserto,270270,2702702,AL,Feliz Deserto,Região Nordeste
ALFlexeiras,270280,2702801,AL,Flexeiras,Região Nordeste
ALGirau do Ponciano,270290,2702900,AL,Girau do Ponciano,Região Nordeste
ALIbateguara,270300,2703007,AL,Ibateguara,Região Nordeste
ALIgaci,270310,2703106,AL,Igaci,Região Nordeste
ALIgreja Nova,270320,2703205,AL,Igreja Nova,Região Nordeste
ALInhapi,270330,2703304,AL,Inhapi,Região Nordeste
ALJacaré Dos Homens,270340,2703403,AL,Jacaré Dos Homens,Região Nordeste
ALJacuípe,270350,2703502,AL,Jacuípe,Região Nordeste
ALJaparatinga,270360,2703601,AL,Japaratinga,Região Nordeste
ALJaramataia,270370,2703700,AL,Jaramataia,Região Nordeste
ALJequiá da Praia,270375,2703759,AL,Jequiá da Praia,Região Nordeste
ALJoaquim Gomes,270380,2703809,AL,Joaquim Gomes,Região Nordeste
ALJundiá,270390,2703908,AL,Jundiá,Região Nordeste
ALJunqueiro,270400,2704005,AL,Junqueiro,Região Nordeste
ALLagoa da Canoa,270410,2704104,AL,Lagoa da Canoa,Região Nordeste
ALLimoeiro de Anadia,270420,2704203,AL,Limoeiro de Anadia,Região Nordeste
ALMaceió,270430,2704302,AL,Maceió,Região Nordeste
ALMajor Isidoro,270440,2704401,AL,Major Isidoro,Região Nordeste
ALMaragogi,270450,2704500,AL,Maragogi,Região Nordeste
ALMaravilha,270460,2704609,AL,Maravilha,Região Nordeste
ALMarechal Deodoro,270470,2704708,AL,Marechal Deodoro,Região Nordeste
ALMaribondo,270480,2704807,AL,Maribondo,Região Nordeste
ALMar Vermelho,270490,2704906,AL,Mar Vermelho,Região Nordeste
ALMata Grande,270500,2705002,AL,Mata Grande,Região Nordeste
ALMatriz de Camaragibe,270510,2705101,AL,Matriz de Camaragibe,Região Nordeste
ALMessias,270520,2705200,AL,Messias,Região Nordeste
ALMinador do Negrão,270530,2705309,AL,Minador do Negrão,Região Nordeste
ALMonteirópolis,270540,2705408,AL,Monteirópolis,Região Nordeste
ALMurici,270550,2705507,AL,Murici,Região Nordeste
ALNovo Lino,270560,2705606,AL,Novo Lino,Região Nordeste
ALOlho D'água Das Flores,270570,2705705,AL,Olho D´água Das Flores,Região Nordeste
ALOlho D'água do Casado,270580,2705804,AL,Olho D´água do Casado,Região Nordeste
ALOlho D'água Grande,270590,2705903,AL,Olho D´água Grande,Região Nordeste
ALOlivença,270600,2706000,AL,Olivença,Região Nordeste
ALOuro Branco,270610,2706109,AL,Ouro Branco,Região Nordeste
ALPalestina,270620,2706208,AL,Palestina,Região Nordeste
ALPalmeira Dos Índios,270630,2706307,AL,Palmeira Dos Índios,Região Nordeste
ALPão de Açúcar,270640,2706406,AL,Pão de Açúcar,Região Nordeste
ALPariconha,270642,2706422,AL,Pariconha,Região Nordeste
ALParipueira,270644,2706448,AL,Paripueira,Região Nordeste
ALPasso de Camaragibe,270650,2706505,AL,Passo de Camaragibe,Região Nordeste
ALPaulo Jacinto,270660,2706604,AL,Paulo Jacinto,Região Nordeste
ALPenedo,270670,2706703,AL,Penedo,Região Nordeste
ALPiaçabuçu,270680,2706802,AL,Piaçabuçu,Região Nordeste
ALPilar,270690,2706901,AL,Pilar,Região Nordeste
ALPindoba,270700,2707008,AL,Pindoba,Região Nordeste
ALPiranhas,270710,2707107,AL,Piranhas,Região Nordeste
ALPoço Das Trincheiras,270720,2707206,AL,Poço Das Trincheiras,Região Nordeste
ALPorto Calvo,270730,2707305,AL,Porto Calvo,Região Nordeste
ALPorto de Pedras,270740,2707404,AL,Porto de Pedras,Região Nordeste
ALPorto Real do Colégio,270750,2707503,AL,Porto Real do Colégio,Região Nordeste
ALQuebrangulo,270760,2707602,AL,Quebrangulo,Região Nordeste
ALRio Largo,270770,2707701,AL,Rio Largo,Região Nordeste
ALRoteiro,270780,2707800,AL,Roteiro,Região Nordeste
ALSanta Luzia do Norte,270790,2707909,AL,Santa Luzia do Norte,Região Nordeste
ALSantana do Ipanema,270800,2708006,AL,Santana do Ipanema,Região Nordeste
ALSantana do Mundaú,270810,2708105,AL,Santana do Mundaú,Região Nordeste
ALSão Brás,270820,2708204,AL,São Brás,Região Nordeste
ALSão José da Laje,270830,2708303,AL,São José da Laje,Região Nordeste
